Coc;Marca;Volumen Total de filtraci¢n ;Extracto CO2;L£pulo Pellet  Herkules;Alpha  cidos Herkules;Catalizador isomerizaci¢n;Amargo por cocimiento
1934;ESTANDAR 18;1000;3;45;13,5;1800;47,08
1935;ESTANDAR 18;991;3;45;13,5;1800;46,28
1936;ESTANDAR 18;992;3;45;13,5;1800;
1937;ESTANDAR 18;989;3;45;13,5;1800;
1938;ESTANDAR 900;930;3;45;13,5;1800;
1939;ESTANDAR 900;918;3;43;13,5;1800;
1940;ESTANDAR 900;919;3;42;13,5;1800;
1941;ESTANDAR 900;933;3;42;13,5;1800;
1942;ESTANDAR 900;950;3;42;13,5;1800;
1943;ESTANDAR 900;916;3;42;13,5;1800;42,86
1944;ESTANDAR 900;941;3;42;13,5;1800;44
1945;ESTANDAR 900;941;3;44;13,5;1800;45,71
1946;ESTANDAR 900;925;3;47;13,5;1800;47,08
1947;ESTANDAR 900;847;3;50;13,5;1800;50,27
1948;ESTANDAR 18;996;3;45;13,5;1800;46,17
1949;ESTANDAR 18;987;3;45;13,5;1800;
1950;ESTANDAR 18;996;3;45;13,5;1800;
1951;ESTANDAR 18;993;3;45;13,5;1800;
1952;ESTANDAR 18;997;3;45;13,5;1800;45,26
1953;ESTANDAR 18;997;3;45;13,5;1800;
1954;ESTANDAR 18;989;3;45;13,5;1800;
1955;ESTANDAR 18;991;3;45;13,5;1800;
1956;ESTANDAR 18;990;3;45;13,5;1800;46,51
1957;ESTANDAR 18;987;3;45;13,5;1800;46,17
1958;ESTANDAR 18;988;3;45;13,5;1800;
1959;ESTANDAR 18;982;3;45;13,5;1800;
1960;ESTANDAR 18;994;3;45;13,5;1800;
1961;ESTANDAR 18;996;3;45;13,5;1800;
1962;ESTANDAR 18;993;3;45;13,5;1800;
1963;ESTANDAR 18;993;3;45;13,5;1800;
1964;AZTECA 18;1005;9;;;;34,7
1965;AZTECA 18;1000;9;;;;35,6
1966;AZTECA 18;1100;9;;;;
1967;AZTECA 18;1010;9;;;;
1968;ESTANDAR 900;943;3;45;13,5;1800;46,98
1969;ESTANDAR 900;935;3;45;13,5;1800;
1970;ESTANDAR 900;912;3;44;13,5;1800;46,06
1971;ESTANDAR 900;925;3;44;13,5;1800;
1972;ESTANDAR 900;907;3;44;13,5;1800;
1973;AZTECA 18;1010;9;;;;33,6
1974;AZTECA 18;1006;9;;;;32,3
1975;AZTECA 18;1009;9;;;;
1976;AZTECA 18;1000;9;;;;
1977;CLUB COLOMBIA;1000;9;47;13,5;;52,7
1978;CLUB COLOMBIA;997;9;47;13,5;;51
1979;CLUB COLOMBIA;999;9;34,5;13,5;;45,1
1980;CLUB COLOMBIA;1000;9;30;13,5;;43
1981;ESTANDAR 18;990;3;45;13,5;1800;47,8
1982;ESTANDAR 18;990;3;45;13,5;1800;46,74
1983;ESTANDAR 18;985;3;45;13,5;1800;
1984;ESTANDAR 18;986;3;42;13,5;1800;
1985;CLUB COLOMBIA;994;9;39;13,5;;50
1986;CLUB COLOMBIA;989;9;39;13,5;;50,6
1987;CLUB COLOMBIA;981;9;30;13,5;;41,3
1988;CLUB COLOMBIA;993;9;40;;;47,5
1989;LIGHT 16;976;;;;;
1990;LIGHT 16;955;;;;;
1991;LIGHT 16;967;;;;;
1992;LIGHT 16;967;;;;;
1993;LIGHT 16;980;;;;;
1994;LIGHT 16;974;;;;;
1995;LIGHT 16;964;;;;;
1996;LIGHT 16;967;;;;;
1997;LIGHT 16;965;;;;;
1998;LIGHT 16;965;;;;;
1999;LIGHT 16;978;;;;;
2000;LIGHT 16;980;;;;;
2001;ESTANDAR 18;998;3;45;13,5;1800;
2002;ESTANDAR 18;987;3;45;13,5;1800;
2003;ESTANDAR 18;994;3;45;13,5;1800;
2004;ESTANDAR 18;995;3;45;13,5;1800;
2005;ESTANDAR 18;982;3;45;13,5;1800;45,6
2006;ESTANDAR 18;983;3;45;13,5;1800;
2007;ESTANDAR 18;984;3;46;13,5;1800;
2008;ESTANDAR 18;990;3;46;13,5;1800;
2009;ESTANDAR 18;953;3;46;13,5;1800;49,36
2010;ESTANDAR 18;993;3;45;13,5;1800;46,17
2011;ESTANDAR 18;990;3;44;13,5;1800;45,03
2012;ESTANDAR 18;991;3;44;13,5;1800;
2013;ESTANDAR 18;985;3;45;13,5;1800;46,06
2014;ESTANDAR 18;986;3;45;13,5;1800;45,26
2015;ESTANDAR 18;992;3;45;13,5;1800;
2016;ESTANDAR 18;987;3;46;13,5;1800;
2017;ESTANDAR 18;990;3;45;13,5;1800;45,94
2018;ESTANDAR 18;990;3;46;13,5;1800;46,28
2019;ESTANDAR 18;994;3;46;13,5;1800;
2020;ESTANDAR 18;994;3;45;13,5;1800;
2021;ESTANDAR 18;994;3;46;13,5;1800;45,94
2022;ESTANDAR 18;996;3;46;13,5;1800;46,4
2023;ESTANDAR 18;993;3;46;13,5;1800;
2024;ESTANDAR 18;988;3;46;13,5;1800;
2025;ESTANDAR 900;933;3;45;13,5;1800;46,74
2026;ESTANDAR 900;925;3;45;13,5;1800;46,97
2027;ESTANDAR 900;918;3;44;13,5;1800;45,26
2028;ESTANDAR 900;940;3;44;13,5;1800;45,71
2029;ESTANDAR 900;931;3;44;13,5;1800;45,71
2030;ESTANDAR 900;937;3;44;13,5;1800;47,2
2031;ESTANDAR 900;940;3;44;13,5;1800;46,74
2032;ESTANDAR 900;932;3;43;13,5;1800;46,17
2033;ESTANDAR 900;940;3;43;13,5;1800;
2034;ESTANDAR 900;944;3;42;13,5;1800;46,28
2035;ESTANDAR 18;990;3;45;13,5;1800;46,4
2036;ESTANDAR 18;990;3;45;13,5;1800;45,37
2037;ESTANDAR 18;990;3;45;13,5;1800;46,51
2038;ESTANDAR 18;996;3;46;13,5;1800;46,63
2039;ESTANDAR 900;944;3;44;13,5;1800;45,94
2040;ESTANDAR 18;988;3;45;13,5;1800;45,6
2041;ESTANDAR 18;988;3;45;13,5;1800;
2042;ESTANDAR 18;987;3;45;13,5;1800;
2043;ESTANDAR 900;942;3;44;13,5;1800;45,03
2044;ESTANDAR 900;940;3;44;13,5;1800;46,4
2045;ESTANDAR 900;936;3;44;13,5;1800;46,63
2046;ESTANDAR 900;945;3;45;13,5;1800;45,37
2047;ESTANDAR 900;945;3;45;13,5;1800;46,4
2048;LIGHT 16;980;;;;;
2049;LIGHT 16;970;;;;;
2050;LIGHT 16;961;;;;;
2051;LIGHT 16;958;;;;;
2052;LIGHT 16;975;;;;;
2053;LIGHT 16;980;;;;;
2054;LIGHT 16;994;;;;;
2055;LIGHT 16;977;;;;;
2056;ESTANDAR 18;990;4;65;13,5;2300;61,1
2057;ESTANDAR 18;996;4;65;13,5;2300;51,41
2058;ESTANDAR 18;997;0;0;;0;0
2059;ESTANDAR 18;994;4;70;13,5;2300;60,88
2060;ESTANDAR 18;992;3;45;13,5;1800;
2061;ESTANDAR 18;985;3;45;13,5;1800;
2062;ESTANDAR 18;979;3;45;13,5;1800;
2063;ESTANDAR 18;980;3;46;13,5;1800;
2064;AZTECA 18;1009;9;;;;34,9
2065;AZTECA 18;1002;9;;;;
2066;AZTECA 18;1008;9;;;;
2067;AZTECA 18;1003;9;;;;
2068;LIGHT 16;945;;;;;
2069;LIGHT 16;985;;;;;
2070;LIGHT 16;981;;;;;
2071;LIGHT 16;955;;;;;
2072;LIGHT 16;975;;;;;
2073;LIGHT 16;969;;;;;
2074;LIGHT 16;968;;;;;
2075;LIGHT 16;986;;;;;
2076;LIGHT 16;984;;;;;
2077;LIGHT 16;985;;;;;
2078;LIGHT 16;982;;;;;
2079;LIGHT 900;871;;;;;
2080;AZTECA 18;1000;9;;;;
2081;AZTECA 18;1005;9;;;;
2082;AZTECA 18;999;9;;;;
2083;AZTECA 18;1000;9;;;;
2084;ESTANDAR 900;945;0;0;13,5;0;0
2085;ESTANDAR 900;947;4;63;13,5;2500;61,22
2086;ESTANDAR 900;935;4;63;13,5;2500;61,33
2087;ESTANDAR 900;933;4;65;13,5;2500;59,39
2088;ESTANDAR 900;936;3;49;13,5;1800;48,79
2089;AZTECA 18;1005;9;;;;
2090;AZTECA 18;1000;9;;;;
2091;AZTECA 18;1001;9;;;;
2092;AZTECA 18;998;9;;;;
2093;ESTANDAR 18;995;4;65;13,5;2300;57,91
2094;ESTANDAR 18;995;0;0;;0;0
2095;ESTANDAR 18;995;4;68;13,5;2300;58,24
2096;ESTANDAR 18;992;4;77;13,5;2300;66,46
2097;AZTECA 18;998;9;;;;
2098;AZTECA 18;999;9;;;;
2099;AZTECA 18;1000;9;;;;
2100;AZTECA 18;1000;9;;;;
2101;ESTANDAR 18;995;3;45;13,5;1800;
2102;ESTANDAR 18;995;3;45;13,5;1800;
2103;ESTANDAR 18;980;3;45;13,5;1800;
2104;ESTANDAR 18;989;3;45;13,5;1800;
2105;ESTANDAR 18;990;4;76;13,5;2500;64,3
2106;ESTANDAR 18;985;0;0;;0;0
2107;ESTANDAR 18;978;4;67;13,5;2500;62,36
2108;ESTANDAR 18;992;4;66;13,5;2500;60,42
2109;ESTANDAR 18;985;3;45;13,5;1800;
2110;ESTANDAR 18;995;3;45;13,5;1800;
2111;ESTANDAR 18;983;3;45;13,5;1800;
2112;ESTANDAR 18;988;3;45;13,5;1800;
2113;ESTANDAR 18;990;3;45;13,5;1800;
2114;ESTANDAR 18;988;3;45;13,5;1800;
2115;ESTANDAR 18;989;3;45;13,5;1800;
2116;ESTANDAR 18;982;3;45;13,5;1800;
2117;ESTANDAR 18;993;3;45;13,5;1800;
2118;ESTANDAR 18;995;3;45;13,5;1800;
2119;ESTANDAR 18;995;3;45;13,5;1800;
2120;ESTANDAR 18;995;3;45;13,5;1800;
2121;CLUB COLOMBIA;985;9;39;13,5;;51,5
2122;CLUB COLOMBIA;983;9;39;13,5;;51,4
2123;CLUB COLOMBIA;994;9;30;13,5;;43,9
2124;CLUB COLOMBIA;998;9;30;13,5;;46,7
2125;LIGHT 16;960;;;;;
2126;LIGHT 16;950;;;;;
2127;LIGHT 16;980;;;;;
2128;LIGHT 900;923;;;;;
2129;LIGHT 900;908;;;;;
2130;LIGHT 900;907;;;;;
2131;LIGHT 900;924;;;;;
2132;LIGHT 900;919;;;;;
2133;CLUB COLOMBIA;995;9;34;13,5;;45,5
2134;CLUB COLOMBIA;995;9;34;13,5;;47,1
2135;CLUB COLOMBIA;993;9;34;13,5;;49,4
2136;CLUB COLOMBIA;996;9;34;13,5;;44,6
2137;ESTANDAR 900;940;3;43;13,5;1800;44,46
2138;ESTANDAR 900;946;3;43;13,5;1800;45,03
2139;ESTANDAR 900;949;3;45;13,5;1800;46,28
2140;ESTANDAR 900;944;3;45;13,5;1800;
2141;ESTANDAR 900;943;3;45;13,5;1800;
2142;CLUB COLOMBIA;995;9;35;13,5;;42,2
2143;CLUB COLOMBIA;995;9;38;13,5;;48,5
2144;CLUB COLOMBIA;995;9;37;13,5;;50,3
2145;CLUB COLOMBIA;1002;9;36;13,5;;42,3
2146;ESTANDAR 900;949;3;45;13,5;1800;46,51
2147;ESTANDAR 900;940;3;45;13,5;1800;
2148;ESTANDAR 900;930;3;45;13,5;1800;
2149;ESTANDAR 900;928;3;45;13,5;1800;
2150;ESTANDAR 900;966;3;45;13,5;1800;
2151;ESTANDAR 18;994;3;45;13,5;1800;42,41
2152;ESTANDAR 18;1001;3;45;13,5;1800;43,55
2153;ESTANDAR 18;981;3;47;13,5;1800;
2154;ESTANDAR 18;988;3;53;13,5;1800;
2155;ESTANDAR 18;980;4;68;13,5;2400;58,82
2156;ESTANDAR 18;980;4;68;13,5;2400;63,16
2157;ESTANDAR 18;980;4;78;13,5;2400;
2158;ESTANDAR 18;980;0;0;;0;0
2159;ESTANDAR 18;980;0;0;;0;0
2160;ESTANDAR 18;980;4;70;13,5;2400;61,9
2161;ESTANDAR 18;990;4;70;13,5;2400;61,79
2162;ESTANDAR 18;989;4;70;13,5;2400;
2163;ESTANDAR 18;998;3;47;13,5;1800;45,71
2164;ESTANDAR 18;996;3;47;13,5;1800;48,79
2165;ESTANDAR 18;998;3;46;13,5;1800;
2166;ESTANDAR 18;991;3;35;13,5;;
2167;CLUB COLOMBIA;994;9;35;13,5;;47,8
2168;CLUB COLOMBIA;992;9;35;13,5;;49,4
2169;CLUB COLOMBIA;991;9;34;13,5;;46,4
2170;CLUB COLOMBIA;997;9;34;13,5;;
2171;ESTANDAR 18;982;3;45;13,5;1800;47,42
2172;ESTANDAR 18;991;3;47;13,5;1800;46,17
2173;ESTANDAR 18;988;3;43;13,5;1800;
2174;ESTANDAR 18;990;3;45;13,5;1800;
2175;LIGHT 16;988;;;;;
2176;LIGHT 16;977;;;;;
2177;LIGHT 16;972;;;;;
2178;LIGHT 900;880;;;;;
2179;LIGHT 16;980;;;;;
2180;LIGHT 16;980;;;;;
2181;LIGHT 16;980;;;;;
2182;LIGHT 16;975;;;;;
2183;LIGHT 16;956;;;;;
2184;LIGHT 16;965;;;;;
2185;LIGHT 16;980;;;;;
2186;LIGHT 16;962;;;;;
2187;AZTECA 18;1001;9;;;;
2188;AZTECA 18;1007;9;;;;
2189;AZTECA 18;1005;9;;;;
2190;AZTECA 18;999;9;;;;
2191;ESTANDAR 18;970;3;45;13,4;1800;46,17
2192;ESTANDAR 18;987;3;45;13,4;1800;48,68
2193;ESTANDAR 18;954;3;45;13,4;1800;50,39
2194;ESTANDAR 900;970;3;40;;1800;46,85
2195;AZTECA 18;1000;9;;;;
2196;AZTECA 18;1000;9;;;;
2197;AZTECA 18;990;9;;;;
2198;AZTECA 18;1000;9;;;;
2199;ESTANDAR 18;989;0;0;;;0
2200;ESTANDAR 18;990;4;70;13,4;2400;64,64
2201;ESTANDAR 18;989;4;70;13,4;2400;62,7
2202;ESTANDAR 18;993;4;65;13,4;2400;61,33
2203;ESTANDAR 900;920;3;45;13,4;1800;51,41
2204;ESTANDAR 900;938;3;45;13,4;1800;47,88
2205;ESTANDAR 900;940;3;40;13,4;1800;43,55
2206;ESTANDAR 900;950;3;42;13,4;1800;45,37
2207;ESTANDAR 900;943;3;40;13,4;1800;
2208;ESTANDAR 18;985;0;0;;0;
2209;ESTANDAR 18;987;4;79;13,4;2400;
2210;ESTANDAR 18;987;4;139;13,4;4800;
2211;ESTANDAR 18;990;0;0;;0;
2212;ESTANDAR 18;940;3;42;13,4;1800;
2213;ESTANDAR 18;933;3;42;13,4;1800; 
2214;ESTANDAR 18;951;3;42;13,4;1800;
2215;ESTANDAR 18;943;3;25;13,4;1800;
2216;ESTANDAR 18;1000;3;43;13,4;1800;43,55
2217;ESTANDAR 18;991;3;43;13,4;1800;44,57
2218;ESTANDAR 18;973;3;48;13,4;1800;47,99
2219;ESTANDAR 18;990;3;50;13,4;1800;
2220;ESTANDAR 900;915;4;60;13,4;2250;61,56
2221;ESTANDAR 900;900;4;60;13,4;2250;61,33
2222;ESTANDAR 900;945;4;58;13,4;2250;58,71
2223;ESTANDAR 900;949;3;55;13,4;2250;52,44
2224;ESTANDAR 900;951;0;0;;0;0
2225;CLUB COLOMBIA;988;9;34;13,4;;53,5
2226;CLUB COLOMBIA;996;9;34;13,4;;54
2227;CLUB COLOMBIA;994;9;28;13,4;;47,1
2228;CLUB COLOMBIA;995;9;20;13,4;;43,4
2229;ESTANDAR 18;990;3;46;13,4;1800;
2230;ESTANDAR 18;990;3;46;13,4;1800;
2231;ESTANDAR 18;988;3;46;13,4;1800;
2232;ESTANDAR 18;991;3;46;13,4;1800;
2233;LIGHT 900;871;;;;;
2234;LIGHT 900;876;;;;;
2235;LIGHT 900;934;;;;;
2236;LIGHT 900;929;;;;;
2237;LIGHT 900;890;;;;;
2238;LIGHT 900;895;;;;;
2239;LIGHT 900;900;;;;;
2240;LIGHT 900;901;;;;;
2241;LIGHT 900;891;;;;;
2242;LIGHT 900;892;;;;;
2243;LIGHT 16;971;;;;;
2244;LIGHT 16;970;;;;;
2245;LIGHT 16;970;;;;;
2246;ESTANDAR 18;928;3;40;13,4;1800;47,2
2247;ESTANDAR 18;930;3;40;13,4;1800;47,42
2248;ESTANDAR 18;941;3;38;13,4;1800;42,29
2249;ESTANDAR 18;936;3;39;13,4;1800;
2250;AZTECA 18;999;9;;;;
2251;AZTECA 18;999;9;;;;
2252;AZTECA 18;1013;9;;;;
2253;AZTECA 18;997;9;;;;
2254;ESTANDAR 18;885;3;39;13,4;1800;46,74
2255;ESTANDAR 18;987;3;45;13,4;1800;46,85
2256;ESTANDAR 18;985;3;45;13,4;1800;
2257;ESTANDAR 18;986;3;44;13,4;1800;
2258;AZTECA 18;1000;9;;;;
2259;AZTECA 18;1000;9;;;;
2260;AZTECA 18;1000;9;;;;
2261;AZTECA 18;1000;9;;;;
2262;ESTANDAR 18;991;3;45;13,4;1800;
2263;ESTANDAR 18;989;3;45;13,4;1800;
2264;ESTANDAR 18;988;3;45;13,4;1800;
2265;ESTANDAR 18;994;3;45;13,4;1800;
2266;ESTANDAR 18;993;3;45;13,4;1800;
2267;ESTANDAR 18;985;3;45;13,4;1800;
2268;ESTANDAR 18;990;3;44;13,4;1800;
2269;ESTANDAR 18;990;3;44;13,4;1800;
2270;ESTANDAR 18;989;3;45;13,4;1800;46,17
2271;ESTANDAR 18;988;3;45;13,4;1800;
2272;ESTANDAR 18;990;3;45;13,4;1800;
2273;ESTANDAR 18;990;3;45;13,4;1800;
2274;ESTANDAR 18;989;3;45;13,4;1800;
2275;ESTANDAR 18;988;3;45;13,4;1800;
2276;ESTANDAR 18;990;3;45;13,4;1800;
2277;ESTANDAR 18;986;3;45;13,4;1800;
2278;ESTANDAR 18;997;3;45;13,4;1800;
2279;ESTANDAR 18;992;3;45;13,4;1800;
2280;ESTANDAR 18;993;3;45;13,4;1800;
2281;ESTANDAR 18;993;3;45;13,4;1800;
2282;LIGHT 16;979;;;;;
2283;LIGHT 16;981;;;;;
2284;LIGHT 16;980;;;;;
2285;LIGHT 16;980;;;;;
2286;LIGHT 16;970;;;;;
2287;LIGHT 16;970;;;;;
2288;LIGHT 16;980;;;;;
2289;LIGHT 16;982;;;;;
2290;LIGHT 16;978;;;;;
2291;LIGHT 16;979;;;;;
2292;LIGHT 16;980;;;;;
2293;LIGHT 16;975;;;;;
2294;CLUB COLOMBIA;995;9;27;13,4;;48,9
2295;CLUB COLOMBIA;998;9;27;13,4;;49,3
2296;CLUB COLOMBIA;1000;9;24;13,4;;47,6
2297;CLUB COLOMBIA;997;9;22;13,4;;46,3
2298;ESTANDAR 900;955;3;43;13,4;1800;48,91
2299;ESTANDAR 900;947;3;43;13,4;1800;47,31
2300;ESTANDAR 900;949;3;43;13,4;1800;45,71
2301;ESTANDAR 900;949;3;39;13,4;1800;45,26
2302;ESTANDAR 900;950;3;39;13,4;1800;44,57
2303;ESTANDAR 18;996;3;45;13,4;1800;
2304;ESTANDAR 18;980;3;45;13,4;1800;
2305;ESTANDAR 18;992;3;45;13,4;1800;
2306;ESTANDAR 18;988;3;45;13,4;1800;
2307;AZTECA 18;1000;9;;;;
2308;AZTECA 18;1004;9;;;;
2309;AZTECA 18;1002;9;;;;
2310;AZTECA 18;1001;9;;;;
2311;ESTANDAR 900;945;3;42;13,4;1800;50,84
2312;ESTANDAR 900;934;3;42;13,4;1800;46,17
2313;ESTANDAR 900;932;3;35;13,4;1800;39,56
2314;ESTANDAR 900;934;3;40;13,4;1800;43,89
2315;ESTANDAR 900;948;3;42;13,4;1800;45,83
2316;ESTANDAR 900;949;3;40;13,4;1800;43,43
2317;ESTANDAR 900;949;3;42;13,4;1800;46,63
2318;ESTANDAR 900;949;3;42;13,4;1800;49,48
2319;ESTANDAR 900;949;3;44;13,4;1800;
2320;ESTANDAR 900;937;3;42;13,4;1800;44
2321;AZTECA 18;1006;9;;;;
2322;AZTECA 18;1007;9;;;;
2323;AZTECA 18;1005;9;;;;
2324;AZTECA 18;1004;9;;;;
2325;ESTANDAR 900;945;3;42;13,4;1800;47,65
2326;ESTANDAR 900;944;3;42;13,4;1800;47,65
2327;ESTANDAR 900;942;3;40;13,4;1800;44,92
2328;ESTANDAR 900;943;3;40;13,4;1800;43,21
2329;ESTANDAR 900;944;3;42;13,4;1800;42,75
2330;ESTANDAR 18;987;3;45;13,4;1800;
2331;ESTANDAR 18;989;3;45;13,4;1800;
2332;ESTANDAR 18;990;3;45;13,4;1800;
2333;ESTANDAR 18;988;3;45;13,4;1800;
2334;ESTANDAR 18;1005;3;45;13,4;1800;
2335;ESTANDAR 18;995;3;45;13,4;1800;
2336;ESTANDAR 18;1000;3;45;13,4;1800;
2337;ESTANDAR 18;995;3;45;13,4;1800;
2338;ESTANDAR 18;989;3;45;13,4;1800;
2339;ESTANDAR 18;991;3;45;13,4;1800;
2340;ESTANDAR 18;990;3;45;13,4;1800;
2341;ESTANDAR 18;988;3;45;13,4;1800;
2342;LIGHT 16;976;;;;;
2343;LIGHT 16;975;;;;;
2344;LIGHT 16;975;;;;;
2345;LIGHT 16;985;;;;;
2346;LIGHT 16;971;;;;;
2347;LIGHT 16;984;;;;;
2348;LIGHT 16;985;;;;;
2349;LIGHT 16;971;;;;;
2350;ESTANDAR 18;1005;3;45;13,4;1800;
2351;ESTANDAR 18;991;3;45;13,4;1800;
2352;ESTANDAR 18;984;3;45;13,4;1800;
2353;ESTANDAR 18;985;3;45;13,4;1800;
2354;ESTANDAR 18;984;3;45;13,4;1800;
2355;ESTANDAR 18;987;3;45;13,4;1800;
2356;ESTANDAR 18;985;3;45;13,4;1800;
2357;ESTANDAR 18;988;3;45;13,4;1800;
2358;AZTECA 18;1005;9;;;;33,7
2359;AZTECA 18;1002;9;;;;
2360;AZTECA 18;1007;9;;;;
2361;AZTECA 18;1000;9;;;;
2362;ESTANDAR 18;990;4;68;13,4;2400;62,93
2363;ESTANDAR 18;993;4;68;13,4;2400;61,56
2364;ESTANDAR 18;989;4;66;13,4;2400;
2365;ESTANDAR 18;991;0;0;13,4;0;
2366;AZTECA 18;995;9;;;;
2367;AZTECA 18;1001;9;;;;
2368;AZTECA 18;999;9;;;;
2369;AZTECA 18;1006;9;;;;
2370;ESTANDAR 18;992;0;0;;0;0
2371;ESTANDAR 18;989;4;64;13,4;2400;61,56
2372;ESTANDAR 18;995;4;64;13,4;2400;60,42
2373;ESTANDAR 18;990;4;;;;60,76
2374;AZTECA 18;1008;9;;;;
2375;AZTECA 18;1000;9;;;;
2376;AZTECA 18;1006;9;;;;
2377;AZTECA 18;1003;9;;;;
2378;CLUB COLOMBIA;995;9;25;13,4;;50,2
2379;CLUB COLOMBIA;996;9;25;13,4;;46,5
2380;CLUB COLOMBIA;991;9;20;13,4;;43
2381;CLUB COLOMBIA;993;9;25;13,4;;43,3
2382;ESTANDAR 18;931;3;45;13,4;1800;47,88
2383;ESTANDAR 18;991;3;45;13,4;1800;47,31
2384;ESTANDAR 18;991;3;43;13,4;1800;44,12
2385;ESTANDAR 18;989;3;43;13,4;1800;
2386;CLUB COLOMBIA;993;9;25;13,4;;50,3
2387;CLUB COLOMBIA;994;9;25;13,4;;48,2
2388;CLUB COLOMBIA;996;9;25;13,4;;44,9
2389;CLUB COLOMBIA;997;9;20;13,4;;41
2390;ESTANDAR 900;958;3;42;13,4;1800;46,97
2391;ESTANDAR 900;945;3;42;13,4;1800;45,49
2392;ESTANDAR 900;946;3;41;13,4;1800;
2393;ESTANDAR 900;950;3;42;13,4;1800;
2394;ESTANDAR 900;948;3;44;13,4;1800;
2395;ESTANDAR 900;949;3;42;13,4;1800;45,26
2396;ESTANDAR 900;944;3;42;13,4;1800;45,03
2397;ESTANDAR 900;941;3;43;13,4;1800;45,6
2398;ESTANDAR 900;943;3;43;13,4;1800;
2399;ESTANDAR 900;947;3;45;13,4;1800;
2400;ESTANDAR 18;992;3;45;13,4;1800;46,97
2401;ESTANDAR 18;989;3;45;13,4;1800;
2402;ESTANDAR 18;990;3;45;13,4;1800;
2403;ESTANDAR 18;991;3;45;13,4;1800;
2404;LIGHT 16;969;;;;;
2405;LIGHT 16;947;;;;;
2406;LIGHT 16;983;;;;;
2407;LIGHT 16;965;;;;;
2408;LIGHT 16;961;;;;;
2409;LIGHT 16;940;;;;;
2410;LIGHT 16;957;;;;;
2411;LIGHT 16;974;;;;;
2412;ESTANDAR 18;980;3;45;13,4;1800;
2413;ESTANDAR 18;980;3;45;13,4;1800;
2414;ESTANDAR 18;980;1--2;45;13,4;1800;
2415;ESTANDAR 18;980;3;49;13,4;1800;
2416;ESTANDAR 900;943;3;43;13,4;1800;
2417;ESTANDAR 900;922;4;62;13,4;2400;64,52
2418;ESTANDAR 900;909;4;62;13,4;2400;61,22
2419;ESTANDAR 900;915;4;62;13,4;2400;
2420;ESTANDAR 900;946;0;0;13,4;0;
2421;ESTANDAR 18;988;3;46;13,4;1800;48,91
2422;ESTANDAR 18;989;3;46;13,4;1800;49,48
2423;ESTANDAR 18;972;3;46;13,4;1800;
2424;ESTANDAR 18;977;3;42;13,4;1800;
2425;AZTECA 18;999;9;;;;34,8
2426;AZTECA 18;1002;9;;;;35,7
2427;AZTECA 18;1000;9;;;;35,6
2428;AZTECA 18;1005;9;;;;33,2
2429;ESTANDAR 18;988;4;63;13,4;2400;58,48
2430;ESTANDAR 18;988;0;0;13,4;0;0
2431;ESTANDAR 18;988;4;70;13,4;2400;64,41
2432;ESTANDAR 18;986;4;70;13,4;2400;58,82
2433;AZTECA 18;995;9;;;;
2434;AZTECA 18;1002;9;;;;
2435;AZTECA 18;998;9;;;;
2436;AZTECA 18;1001;9;;;;
2437;ESTANDAR 18;991;4;70;13,4;2400;62,47
2438;ESTANDAR 18;989;4;70;13,4;2400;63,84
2439;ESTANDAR 18;990;4;70;13,4;2400;62,24
2440;ESTANDAR 18;990;0;0;13,4;0;0
2441;ESTANDAR 18;990;3;45;13,4;1800;44,69
2442;ESTANDAR 18;985;3;45;13,4;1800;48,22
2443;ESTANDAR 18;991;3;45;13,4;1800;46,97
2444;ESTANDAR 18;990;3;45;13,4;1800;44,69
2445;ESTANDAR 18;990;3;45;13,4;1800;
2446;ESTANDAR 18;979;3;45;13,4;1800;
2447;ESTANDAR 18;980;3;46;13,4;1800;
2448;ESTANDAR 18;980;3;46;13,4;1800;
2449;ESTANDAR 18;980;3;45;13,4;1800;
2450;ESTANDAR 18;983;3;45;13,4;1800;
2451;ESTANDAR 18;980;3;46;13,4;1800;
2452;ESTANDAR 18;984;3;46;13,4;1800;
2453;ESTANDAR 900;935;3;44;13,4;1800;48,68
2454;ESTANDAR 900;932;3;44;13,4;1800;47,65
2455;ESTANDAR 900;923;3;43;13,4;1800;47,77
2456;ESTANDAR 900;936;3;42;13,4;1800;46,85
2457;ESTANDAR 900;937;3;40;13,4;1800;47,54
2458;LIGHT 16;985;;;;;
2459;LIGHT 16;975;;;;;
2460;LIGHT 16;975;;;;;
2461;LIGHT 16;964;;;;;
2462;LIGHT 16;958;;;;;
2463;LIGHT 16;975;;;;;
2464;LIGHT 16;974;;;;;
2465;ESTANDAR 18;1000;3;45;13,4;1800;
2466;ESTANDAR 18;989;3;45;13,4;1800;
2467;ESTANDAR 18;990;3;46;13,4;1800;
2468;ESTANDAR 18;989;3;46;13,4;1800;
2469;ESTANDAR 18;990;3;46;13,4;1800;
2470;ESTANDAR 18;980;3;46;13,4;1800;
2471;ESTANDAR 18;980;3;46;13,4;1800;
2472;ESTANDAR 18;982;3;45;13,4;1800;
2473;ESTANDAR 18;990;3;45;13,4;1800;
2474;ESTANDAR 18;990;3;46;13,4;1800;
2475;ESTANDAR 18;990;3;46;13,4;1800;
2476;ESTANDAR 18;990;3;46;13,4;1800;
2477;ESTANDAR 18;999;3;46;13,4;1800;
2478;ESTANDAR 18;990;3;46;13,4;1800;
2479;ESTANDAR 18;991;3;45;13,4;1800;
