Coc;Marca;Volumen Total de filtraci¢n ;Extracto CO2;L£pulo Pellet  Herkules;Alpha  cidos Herkules;Catalizador isomerizaci¢n;Amargo por cocimiento
836;ESTANDAR 18;977;3;39;15,6;1800;
837;ESTANDAR 18;979;3;39;15,6;1800;
838;ESTANDAR 900;951;3;39;15,6;1800;47,2
839;ESTANDAR 900;960;3;36;15,6;1800;
840;ESTANDAR 900;945;3;36;15,6;1800;
841;ESTANDAR 900;958;4;59;15,6;2250;
842;ESTANDAR 900;977;5;59;15,6;2250;
843;ESTANDAR 900;928;0;0;15,6;0;45,71
844;ESTANDAR 900;922;3;35;15,6;1800;
845;ESTANDAR 900;925;3;35;15,6;1800;
846;ESTANDAR 900;924;3;35;15,6;1800;
847;ESTANDAR 900;927;3;35;15,6;1800;
848;ESTANDAR 900;920;3;35;15,6;1800;
849;ESTANDAR 900;924;3;35;15,6;1800;
850;ESTANDAR 900;930;3;35;15,6;1800;
851;ESTANDAR 900;935;3;35;15,6;1800;
852;ESTANDAR 900;934;3;35;15,6;1800;
853;ESTANDAR 900;930;3;35;15,6;1800;
854;ESTANDAR 900;924;4;47;15,6;2250;
855;ESTANDAR 900;922;3;47;15,6;2250;
856;ESTANDAR 900;926;4;47;15,6;2250;
857;ESTANDAR 900;925;4;47;15,6;2250;
858;LIGHT 16;920;0;0;15,6;0;
859;LIGHT 16;924;;;;;
860;LIGHT 16;968;;;;;
861;LIGHT 16;988;;;;;
863;AZTECA 18;984;;;;;
864;AZTECA 18;999;9;;;;
865;AZTECA 18;1000;9;;;;
862;AZTECA 18;996;9;;;;
866;ESTANDAR 18;1005;9;;;;
867;ESTANDAR 18;1010;0;55;15,6;0;
868;ESTANDAR 18;970;4;55;15,6;2400;
869;ESTANDAR 18;990;4;55;15,6;2400;
870;AZTECA 18;996;4;;;2400;32,9
871;AZTECA 18;1000;9;0;15,6;;33,4
872;AZTECA 18;1015;9;;;;36,9
873;AZTECA 18;1011;9;;;;32,5
874;ESTANDAR 18;980;9;;;;
875;ESTANDAR 18;980;3;39;15,6;1800;
876;ESTANDAR 18;969;3;39;15,6;1800;
877;ESTANDAR 18;967;3;59;15,6;1800;
878;ESTANDAR 18;983;3;55;15,6;1800;46,1
879;ESTANDAR 18;984;3;54;9,5;2500;47,3
880;ESTANDAR 18;967;3;54;9,5;2500;47,08
881;ESTANDAR 18;980;3;54;9,5;2500;46,51
882;LIGHT 16;925;3;54;9,5;2500;
883;LIGHT 16;928;;;;;
884;LIGHT 16;946;;;;;
885;ESTANDAR 18;992;;;;;
886;ESTANDAR 18;996;3;54;9,5;2900;
887;ESTANDAR 18;961;3;53;9,5;2900;
888;ESTANDAR 18;934;3;53;9,5;2900;
889;ESTANDAR 18;982;3;53;9,5;2900;
890;ESTANDAR 18;980;3;63;9,5;2900;
891;ESTANDAR 18;984;0;0;;0;
892;ESTANDAR 18;1002;6;96;9,5;5800;
893;ESTANDAR 18;980;3;53;9,5;2900;
894;ESTANDAR 18;989;3;53;9,5;2900;
895;ESTANDAR 18;983;3;53;9,5;2900;
896;ESTANDAR 18;983;3;53;9,5;2900;
897;ESTANDAR 18;980;3;53;9,5;2900;
898;ESTANDAR 18;990;3;53;9,5;2900;
899;ESTANDAR 18;973;3;53;9,5;2900;
900;ESTANDAR 18;980;3;53;9,5;2900;
901;ESTANDAR 18;983;3;53;9,5;2900;
902;ESTANDAR 18;984;3;53;9,5;2900;
903;ESTANDAR 18;980;3;53;9,5;2900;
904;ESTANDAR 18;981;3;53;9,5;2900;
905;ESTANDAR 18;988;3;38;15,6;1800;45,14
906;ESTANDAR 18;998;3;38;15,6;1800;
907;ESTANDAR 18;993;3;38;15,6;1800;
908;ESTANDAR 18;994;3;38;15,6;1800;
909;ESTANDAR 18;998;3;38;15,6;1800;
910;ESTANDAR 18;976;3;38;15,6;1800;
911;ESTANDAR 18;973;3;38;15,6;1800;
912;ESTANDAR 18;1002;3;38;15,6;1800;
913;ESTANDAR 900;928;3;35;15,6;1800;45,37
914;ESTANDAR 900;925;3;35;15,6;1800;
915;ESTANDAR 900;926;3;35;15,6;1800;
916;ESTANDAR 900;926;3;35;15,6;1800;
917;ESTANDAR 900;950;3;35;15,6;1800;
918;LIGHT 16;963;;;;;
919;LIGHT 16;929;;;;;
920;LIGHT 16;921;;;;;
921;LIGHT 16;947;;;;;
922;LIGHT 16;940;;;;;43,1
923;LIGHT 16;955;;;;;44,1
924;LIGHT 16;953;;;;;37,8
925;LIGHT 16;960;;;;;38,6
926;ESTANDAR 900;935;0;0;15,6;0;
927;ESTANDAR 900;924;3;46;15,6;2250;
928;ESTANDAR 900;930;4;46;15,6;2250;
929;ESTANDAR 900;917;4;46;15,6;2250;
930;ESTANDAR 900;922;4;46;15,6;2250;
931;AZTECA 18;992;9;;;;32,7
932;AZTECA 18;995;9;;;;32
933;AZTECA 18;993;9;;;;33,1
934;AZTECA 18;992;9;;;;33,9
935;ESTANDAR 900;951;0;0;15,6;0;
936;ESTANDAR 900;955;3;46;15,6;2250;53,35
937;ESTANDAR 900;946;4;46;15,6;2250;55,06
938;ESTANDAR 900;927;4;51;15,6;2250;61,67
939;ESTANDAR 900;925;4;51;15,6;2250;
940;AZTECA 18;1122;9;;;;
941;AZTECA 18;960;9;;;;
942;AZTECA 18;990;9;;;;
943;AZTECA 18;990;9;;;;
944;ESTANDAR 18;980;4;46;15,6;2250;59,96
945;ESTANDAR 18;983;4;46;15,6;2250;48,91
946;ESTANDAR 18;976;3;40;15,6;2250;38,65
947;ESTANDAR 18;891;3;54;9,5;2500;
948;ESTANDAR 18;1000;3;54;9,5;2500;
949;ESTANDAR 18;979;3;54;9,5;2500;
950;ESTANDAR 18;980;3;54;9,5;2500;
951;ESTANDAR 18;866;3;54;9,5;2500;
952;ESTANDAR 18;982;3;54;9,5;2500;
953;ESTANDAR 18;994;3;54;9,5;2500;
954;ESTANDAR 18;993;3;54;9,5;2500;
955;ESTANDAR 18;909;3;54;9,5;2500;
956;ESTANDAR 18;997;3;54;9,5;2500;
957;ESTANDAR 18;989;3;54;9,5;2500;
958;ESTANDAR 18;998;3;54;9,5;2500;
959;CLUB COLOMBIA;1000;10;22;15,6;;46,2
960;CLUB COLOMBIA;1017;10;22;15,6;;39,5
961;CLUB COLOMBIA;1016;10;22;15,6;;38,9
962;CLUB COLOMBIA;1002;10;28;15,6;;40
963;LIGHT 16;880;;;;;
964;LIGHT 16;874;;;;;
965;LIGHT 16;908;;;;;
966;LIGHT 16;906;;;;;
967;LIGHT 16;907;;;;;
968;LIGHT 16;977;;;;;
969;LIGHT 16;965;;;;;
970;LIGHT 16;960;;;;;
971;LIGHT 16;959;;;;;
972;CLUB COLOMBIA;960;10;28;15,6;;52,5
973;CLUB COLOMBIA;990;10;35;15,6;;51,9
974;CLUB COLOMBIA;990;10;25;15,6;;45
975;CLUB COLOMBIA;990;10;35;15,6;;48,5
976;CLUB COLOMBIA;995;10;26;15,6;;43
977;CLUB COLOMBIA;995;10;30;15,6;;44,4
978;CLUB COLOMBIA;996;10;30;15,6;;52,3
979;CLUB COLOMBIA;996;10;30;15,6;;48,3
980;ESTANDAR 18;970;3;54;9,5;2500;
981;ESTANDAR 18;983;3;54;9,5;2500;
982;ESTANDAR 18;983;3;54;9,5;2500;
983;ESTANDAR 18;983;3;54;9,5;2500;
984;ESTANDAR 18;898;3;54;9,5;2500;
985;ESTANDAR 18;897;3;54;9,5;2500;
986;ESTANDAR 18;900;3;56;9,5;2500;
987;ESTANDAR 18;869;3;56;9,5;2500;
988;ESTANDAR 18;984;3;55;9,5;2500;45,83
989;ESTANDAR 18;984;3;55;9,5;2500;
990;ESTANDAR 18;988;3;55;9,5;2500;
991;ESTANDAR 18;996;3;55;9,5;2500;
992;ESTANDAR 18;905;3;55;9,5;2500;
993;ESTANDAR 18;911;3;55;9,5;2500;
994;ESTANDAR 18;897;3;55;9,5;2500;
995;ESTANDAR 18;887;3;55;9,5;2500;
996;ESTANDAR 18;982;3;55;9,5;;
997;ESTANDAR 18;983;3;55;9,5;;
998;ESTANDAR 18;982;3;55;9,5;;
999;ESTANDAR 18;980;3;55;9,5;;
1000;LIGHT 16;950;;;;;
1001;LIGHT 16;957;;;;;
1002;LIGHT 16;950;;;;;
1003;LIGHT 16;951;;;;;
1004;LIGHT 16;938;;;;;
1005;LIGHT 16;942;;;;;
1006;LIGHT 16;923;;;;;
1007;LIGHT 16;960;;;;;
1008;LIGHT 16;931;;;;;
1009;LIGHT 16;950;;;;;
1010;LIGHT 16;982;;;;;
1011;LIGHT 16;988;;;;;
1012;AZTECA 18;986;9;;;;
1013;AZTECA 18;994;9;;;;
1014;AZTECA 18;998;9;;;;
1015;AZTECA 18;998;9;;;;
1016;ESTANDAR 18;983;3;55;9,5;2500;
1017;ESTANDAR 18;983;3;55;9,5;2500;
1018;ESTANDAR 18;982;3;55;9,5;2500;
1019;ESTANDAR 18;980;3;55;9,5;2500;
1020;AZTECA 18;1001;9;;;;
1021;AZTECA 18;1000;9;;;;
1022;AZTECA 18;1081;9;;;;
1023;AZTECA 18;1000;9;;;;
1024;ESTANDAR 900;920;4;70;9,5;3200;54,26
1025;ESTANDAR 900;920;4;70;9,5;3200;57,11
1026;ESTANDAR 900;920;4;70;9,5;3200;54,49
1027;ESTANDAR 900;931;0;0;9,5;0;0
1028;ESTANDAR 900;914;3;95;9,5;3500;61,9
1029;ESTANDAR 900;969;3;55;9,5;2250;47,77
1030;ESTANDAR 900;946;3;55;9,5;2250;
1031;ESTANDAR 900;950;3;53;9,5;2250;46,17
1032;ESTANDAR 900;946;3;53;9,5;2250;
1033;ESTANDAR 900;945;3;53;9,5;2250;
1034;ESTANDAR 18;983;3;55;9,5;2500;
1035;ESTANDAR 18;987;3;55;9,5;2500;
1036;ESTANDAR 18;989;3;55;9,5;2500;
1037;ESTANDAR 18;992;3;55;9,5;2500;
1038;ESTANDAR 18;898;3;55;9,5;2500;
1039;ESTANDAR 18;880;3;55;9,5;2500;46,74
1040;ESTANDAR 18;891;3;55;9,5;2500;
1041;ESTANDAR 18;886;3;55;9,5;2500;
1042;ESTANDAR 18;992;3;55;9,5;2500;
1043;ESTANDAR 18;983;3;55;9,5;2500;
1044;ESTANDAR 18;982;3;55;9,5;2500;
1045;ESTANDAR 18;989;3;55;9,5;2500;
1046;CLUB COLOMBIA;979;10;28;15,6;;41,7
1047;CLUB COLOMBIA;914;10;28;15,6;;47,3
1048;CLUB COLOMBIA;936;10;30;15,6;;60,8
1049;CLUB COLOMBIA;930;10;30;15,6;;50,7
1050;CLUB COLOMBIA;941;10;20;15,6;;44,5
1051;ESTANDAR 900;925;3;70;9,5;2800;53,08
1052;ESTANDAR 900;914;4;70;9,5;2800;
1053;ESTANDAR 900;929;4;70;9,5;2800;
1054;ESTANDAR 900;933;0;0;9,5;0;
1055;ESTANDAR 900;947;4;70;9,5;2800;
1056;LIGHT 16;941;;;;;
1057;LIGHT 16;930;;;;;
1058;LIGHT 16;937;;;;;
1059;LIGHT 16;946;;;;;
1060;LIGHT 16;936;;;;;
1061;LIGHT 16;934;;;;;
1062;LIGHT 16;949;;;;;
1063;LIGHT 16;934;;;;;
1064;AZTECA 18;1004;9;;;;34,7
1065;AZTECA 18;994;9;;;;
1066;AZTECA 18;999;9;;;;
1067;AZTECA 18;987;9;;;;
1068;ESTANDAR 18;964;0;0;;0;
1069;ESTANDAR 18;953;4;73;9,5;3350;54,95
1070;ESTANDAR 18;982;4;75;9,5;3350;
1071;ESTANDAR 18;975;4;77;9,5;3350;
1072;ESTANDAR 18;876;3;54;9,5;2500;47,42
1073;ESTANDAR 18;885;3;54;9,5;2500;
1074;ESTANDAR 18;892;3;54;9,5;2500;
1075;ESTANDAR 18;872;3;54;9,5;2500;
1076;ESTANDAR 18;996;3;55;9,5;2500;
1077;ESTANDAR 18;980;3;55;9,5;2500;
1078;ESTANDAR 18;974;3;55;9,5;2500;
1079;ESTANDAR 18;982;3;55;9,5;2500;
1080;ESTANDAR 18;995;4;78;9,5;3350;57,68
1081;ESTANDAR 18;990;0;0;9,5;0;
1082;ESTANDAR 18;988;4;80;9,5;3350;
1083;ESTANDAR 18;985;4;80;9,5;3350;
1084;ESTANDAR 18;984;3;38;15,6;2500;
1085;ESTANDAR 18;986;3;38;15,6;2500;
1086;ESTANDAR 18;983;3;38;15,6;2500;
1087;ESTANDAR 18;983;3;38;15,6;2500;
1088;ESTANDAR 18;983;3;38;15,6;1800;
1089;ESTANDAR 18;965;3;38;15,6;1800;
1090;ESTANDAR 18;978;3;38;15,6;1800;
1091;ESTANDAR 18;985;3;38;15,6;1800;
1092;ESTANDAR 18;978;4;53;15,6;2400;57,68
1093;ESTANDAR 18;1008;0;0;0;0;
1094;ESTANDAR 18;999;4;55;15,6;2400;59,51
1095;ESTANDAR 18;987;4;55;15,6;2400;
1096;ESTANDAR 18;979;3;38;15,6;1800;
1097;ESTANDAR 18;982;3;38;15,6;1800;
1098;ESTANDAR 18;993;3;38;15,6;1800;
1099;ESTANDAR 18;985;3;38;15,6;1800;
1100;ESTANDAR 18;985;3;38;15,6;1800;
1101;ESTANDAR 18;993;3;38;15,6;1800;
1102;ESTANDAR 18;977;3;38;15,6;1800;
1103;ESTANDAR 18;981;3;38;15,6;1800;
1104;ESTANDAR 18;991;3;38;15,6;1800;
1105;ESTANDAR 18;979;3;38;15,6;1800;
1106;ESTANDAR 18;989;3;38;15,6;1800;
1107;ESTANDAR 18;984;3;38;15,6;1800;
1108;LIGHT 16;956;;;;;
1109;LIGHT 16;962;;;;;
1110;LIGHT 16;965;;;;;
1111;LIGHT 16;944;;;;;
1112;LIGHT 16;945;;;;;
1113;LIGHT 16;946;;;;;
1114;LIGHT 16;942;;;;;
1115;ESTANDAR 900;921;3;35;15,6;1800;
1116;ESTANDAR 900;920;3;35;15,6;1800;
1117;ESTANDAR 900;920;3;35;15,6;1800;
1118;ESTANDAR 900;920;3;35;15,6;1800;
1119;ESTANDAR 900;920;3;35;15,6;1800;
1120;ESTANDAR 900;946;3;35;15,6;1800;
1121;ESTANDAR 900;928;3;35;15,6;1800;
1122;ESTANDAR 900;932;3;35;15,6;1800;
1123;ESTANDAR 900;928;3;35;15,6;1800;
1124;ESTANDAR 900;926;3;35;15,6;1800;
1125;ESTANDAR 18;979;3;38;15,6;1800;
1126;ESTANDAR 18;975;3;38;15,6;1800;
1127;ESTANDAR 18;981;3;38;15,6;1800;
1128;ESTANDAR 18;976;3;38;15,6;1800;
1129;AZTECA 18;990;9;;;;
1130;AZTECA 18;995;9;;;;
1131;AZTECA 18;991;9;;;;
1132;AZTECA 18;1028;9;;;;
1133;ESTANDAR 18;993;4;77;9,5;3350;57,68
1134;ESTANDAR 18;998;4;83;9,5;3350;61,79
1135;ESTANDAR 18;970;4;97;9,5;3650;60,19
1136;ESTANDAR 18;970;0;0;;0;0
1137;AZTECA 18;999;9;;;;
1138;AZTECA 18;998;9;;;;
1139;AZTECA 18;999;9;;;;
1140;AZTECA 18;998;9;;;;
1141;ESTANDAR 900;1051;3;54;;2500;
1142;ESTANDAR 900;931;3;54;;2500;
1143;ESTANDAR 900;925;3;54;;2500;
1144;ESTANDAR 900;929;3;54;;2500;
1145;ESTANDAR 900;922;3;54;;2500;
1146;ESTANDAR 18;983;3;55;;3350;
1147;ESTANDAR 18;983;3;55;;3350;
1148;ESTANDAR 18;1003;3;55;;3650;
1149;ESTANDAR 18;992;3;55;;3650;
1150;ESTANDAR 18;996;3;55;;2250;
1151;ESTANDAR 18;988;3;55;;2250;
1152;ESTANDAR 18;979;3;55;;2250;
1153;ESTANDAR 18;978;3;55;;2250;
1154;ESTANDAR 18;974;4;86;;3350;59,39
1155;ESTANDAR 18;983;4;86;;3350;61,79
1156;ESTANDAR 18;983;4;86;;3350;61,56
1157;ESTANDAR 18;990;0;0;;0;0
1158;ESTANDAR 18;990;3;55;;2500;
1159;ESTANDAR 18;994;3;55;;2500;
1160;ESTANDAR 18;990;3;55;;2500;
1161;ESTANDAR 18;993;3;55;;2500;
1162;ESTANDAR 18;982;3;55;;2500;
1163;ESTANDAR 18;987;3;55;;2500;
1164;ESTANDAR 18;985;3;55;;2500;
1165;ESTANDAR 18;983;3;55;;2500;
1166;LIGHT 16;979;;;;;
1167;LIGHT 16;963;;;;;
1168;LIGHT 16;949;;;;;
1169;LIGHT 16;964;;;;;
1170;LIGHT 16;955;;;;;
1171;LIGHT 16;962;;;;;
1172;LIGHT 16;958;;;;;
1173;LIGHT 16;995;;;;;
1174;CLUB COLOMBIA;992;10;30;15,6;;51,5
1175;CLUB COLOMBIA;995;10;30;15,6;;51,9
1176;CLUB COLOMBIA;1006;10;25;15,6;;46,2
1177;CLUB COLOMBIA;1021;10;15;15,6;;41,7
1178;ESTANDAR 18;996;4;86;9,5;3350;59,62
1179;ESTANDAR 18;1003;4;86;9,5;3350;63,27
1180;ESTANDAR 18;990;0;0;;0;0
1181;ESTANDAR 18;974;4;86;9,5;3350;62,59
1182;CLUB COLOMBIA;935;10;28;15,6;;55,2
1183;CLUB COLOMBIA;938;10;28;15,6;;51,7
1184;CLUB COLOMBIA;924;10;28;15,6;;51,9
1185;CLUB COLOMBIA;927;10;15;15,6;;45,4
1186;CLUB COLOMBIA;930;8;10;15,6;;39,7
1187;ESTANDAR 18;990;4;86;9,5;3350;60,42
1188;ESTANDAR 18;990;4;86;9,5;3350;57,68
1189;ESTANDAR 18;990;4;86;9,5;3350;58,25
1190;ESTANDAR 18;990;0;0;9,5;0;0
1191;CLUB COLOMBIA;999;10;25;15,6;;40,1
1192;CLUB COLOMBIA;996;10;30;15,6;;53,2
1193;CLUB COLOMBIA;997;10;25;15,6;;48,2
1194;CLUB COLOMBIA;998;10;25;15,6;;48
1195;ESTANDAR 900;944;3;70;9,5;3125;55,29
1196;ESTANDAR 900;968;3;38;9,5;2500;39,56
1197;ESTANDAR 900;965;3;54;9,5;2500;46,28
1198;ESTANDAR 900;966;3;34;15,6;1800;44,8
1199;ESTANDAR 900;976;3;34;15,6;1800;
1200;ESTANDAR 18;986;3;38;15,6;1800;
1201;ESTANDAR 18;958;3;38;15,6;1800;
1202;ESTANDAR 18;993;3;35+6;15,6;1800;
1203;ESTANDAR 18;984;3;38;15,6;1800; 
1204;ESTANDAR 18;990;3;38;15,6;1800;
1205;ESTANDAR 18;980;3;38;15,6;1800;
1206;ESTANDAR 18;980;3;38;15,6;1800;
1207;ESTANDAR 18;1003;3;38;15,6;1800;
1208;ESTANDAR 900;961;3;35;15,6;1800;
1209;ESTANDAR 900;922;3;35;15,6;1800;
1210;ESTANDAR 900;924;3;35;15,6;1800;
1211;ESTANDAR 900;926;3;35;15,6;1800;
1212;ESTANDAR 900;925;3;35;15,6;1800;
1213;LIGHT 16;955;;;;;
1214;LIGHT 16;994;;;;;
1215;LIGHT 16;994;;;;;
1216;ESTANDAR 18;980;3;38;15,6;1800;
1217;ESTANDAR 18;985;3;38;15,6;1800;
1218;ESTANDAR 18;966;3;38;15,6;1800;
1219;ESTANDAR 18;972;3;38;15,6;1800;
1220;ESTANDAR 18;988;3;38;15,6;1800;
1221;ESTANDAR 18;987;3;38;15,6;1800;
1222;ESTANDAR 18;995;3;38;15,6;1800;
1223;ESTANDAR 18;998;3;38;15,6;1800;
1224;LIGHT 16;953;;;;;
1225;LIGHT 16;955;;;;;
1226;LIGHT 16;939;;;;;
1227;LIGHT 16;957;;;;;
1228;LIGHT 16;943;;;;;
1229;LIGHT 16;955;;;;;
1230;LIGHT 16;955;;;;;
1231;LIGHT 16;955;;;;;
1232;ESTANDAR 18;986;;38;15,6;1800;
1233;ESTANDAR 18;970;;38;15,6;1800;
1234;ESTANDAR 18;973;;38;15,6;1800;
1235;ESTANDAR 18;983;;38;15,6;1800;
1236;AZTECA 18;998;9;;;;
1237;AZTECA 18;981;9;;;;
1238;AZTECA 18;994;9;;;;
1239;AZTECA 18;996;9;;;;
1240;ESTANDAR 900;915;3;47;15,6;2250;53,58
1241;ESTANDAR 900;920;4;47;15,6;2250;55,63
1242;ESTANDAR 900;920;4;50;15,6;2250;57
1243;ESTANDAR 900;920;4;50;15,6;2250;58,03
1244;ESTANDAR 900;925;0;0;15,6;0;0
1245;AZTECA 18;988;9;;;;
1246;AZTECA 18;985;9;;;;
1247;AZTECA 18;995;9;;;;
1248;AZTECA 18;997;9;;;;
1249;ESTANDAR 18;980;9;;;1800;
1250;ESTANDAR 18;970;9;;;1800;
1251;ESTANDAR 18;982;3;38;15,6;1800;
1252;ESTANDAR 18;981;3;38;15,6;1800;
1253;ESTANDAR 18;983;3;38;15,6;1800;
1254;ESTANDAR 18;983;3;38;15,6;1800;
1255;ESTANDAR 18;983;2--1;38;15,6;1800;
1256;ESTANDAR 18;983;3;38;15,6;1800;
1257;ESTANDAR 18;996;3;38;15,6;1800;
1258;ESTANDAR 18;1012;3;38;15,6;1800;
1259;ESTANDAR 18;994;3;38;15,6;1800;
1260;ESTANDAR 18;1006;3;38;15,6;1800;
1261;ESTANDAR 18;986;3;38;15,6;2250;57,34
1262;ESTANDAR 18;976;3;38;15,6;0;0
1263;ESTANDAR 18;980;4;54;15,6;2250;62,81
1264;ESTANDAR 18;980;0;0;;2250;63,04
1265;LIGHT 16;957;4;58;15,6;;
1266;LIGHT 16;947;4;58;15,6;;
1267;LIGHT 16;950;;;;;
1268;LIGHT 16;938;;;;;
1269;LIGHT 16;897;;;;;
1270;LIGHT 16;903;;;;;
1271;LIGHT 16;891;;;;;
1272;LIGHT 16;890;;;;;
1273;LIGHT 16;890;;;;;
1274;CLUB COLOMBIA;990;;;;;45,5
1275;CLUB COLOMBIA;997;;;;;46,7
1276;CLUB COLOMBIA;993;10;27;15,4;;46,3
1277;CLUB COLOMBIA;998;10;27;15,4;;46
1278;ESTANDAR 18;980;10;27;15,4;;0
1279;ESTANDAR 18;983;10;27;15,4;2500;60,08
1280;ESTANDAR 18;969;0;0;;2500;59,05
1281;ESTANDAR 18;995;4;57;15,4;2500;63,5
1282;ESTANDAR 18;972;4;57;15,4;1800;48,22
1283;ESTANDAR 18;982;4;57;15,4;1800;
1284;ESTANDAR 18;965;3;39;15,4;1800;44,92
1285;ESTANDAR 18;966;3;39;15,4;1800;
1286;CLUB COLOMBIA;899;3;37;15,4;;40,5
1287;CLUB COLOMBIA;930;3;37;15,4;;39,5
1288;CLUB COLOMBIA;930;10;16;15,4;;42,5
1289;CLUB COLOMBIA;959;10;15;15,4;;43,7
1290;CLUB COLOMBIA;976;10;25;15,4;;58,1
1291;ESTANDAR 18;986;10;25;15,4;2500;60,31
1292;ESTANDAR 18;986;10;60;15,4;0;0
1293;ESTANDAR 18;981;4;57;15,4;2500;59,39
1294;ESTANDAR 18;983;0;0;;2500;58,94
1295;ESTANDAR 900;956;4;57;15,4;2250;54,83
1296;ESTANDAR 900;953;4;57;15,4;2250;53,58
1297;ESTANDAR 900;930;4;49;15,4;2250;63,61
1298;ESTANDAR 900;938;4;49;15,4;2250;62,93
1299;ESTANDAR 900;920;4;60;15,4;2250;0
1300;ESTANDAR 18;983;3;60;15,4;1800;
1301;ESTANDAR 18;983;0;0;15,4;1800;
1302;ESTANDAR 18;983;3;38;15,4;1800;
1303;ESTANDAR 18;983;3;38;15,4;1800;
1304;ESTANDAR 18;979;3;38;15,4;0;0
1305;ESTANDAR 18;983;3;38;15,4;2250;61,33
1306;ESTANDAR 18;980;0;0;;2250;59,74
1307;ESTANDAR 18;986;4;58;15,4;2250;61,22
1308;ESTANDAR 18;995;4;58;15,4;1800;
1309;ESTANDAR 18;985;4;58;15,4;1800;
1310;ESTANDAR 18;994;3;38;15,4;1800;
1311;ESTANDAR 18;988;3;38;15,4;1800;
1312;ESTANDAR 18;995;3;38;15,4;1800;
1313;ESTANDAR 18;993;3;38;15,4;1800;
1314;ESTANDAR 18;995;3;38;15,4;1800;
1315;ESTANDAR 18;983;3;38;15,4;1800;
1316;ESTANDAR 18;983;3;38;15,4;1800;
1317;ESTANDAR 18;990;3;38;15,4;1800;
1318;ESTANDAR 18;989;3;38;15,4;1800;
1319;ESTANDAR 18;997;3;38;15,4;1800;
1320;LIGHT 16;948;3;38;15,4;;
1321;LIGHT 16;932;3;38;15,4;;
1322;LIGHT 16;945;;;;;
1323;LIGHT 16;940;;;;;
1324;LIGHT 16;946;;;;;
1325;LIGHT 16;939;;;;;
1326;LIGHT 16;950;;;;;
1327;AZTECA 18;999;;;;;
1328;AZTECA 18;1000;;;;;
1329;AZTECA 18;995;9;;;;
1330;AZTECA 18;993;9;;;;
1331;ESTANDAR 900;920;3;36;15,4;2300;44,8
1332;ESTANDAR 900;920;4;60;15,4;2300;64,52
1333;ESTANDAR 900;920;4;60;15,4;2300;55,52
1334;ESTANDAR 900;939;4;60;15,4;2300;70,45
1335;ESTANDAR 900;942;0;0;;0;0
1336;AZTECA 18;995;9;;;;33,1
1337;AZTECA 18;996;9;;;;34,2
1338;AZTECA 18;998;10;;;;35,6
1339;AZTECA 18;974;10;;;;36,2
1340;ESTANDAR 18;975;3;38;15,4;1800;
1341;ESTANDAR 18;982;3;38;15,4;1800;
1342;ESTANDAR 18;985;3;38;15,4;1800;
1343;ESTANDAR 18;981;3;38;15,4;1800;
1344;ESTANDAR 18;979;0;0;15,4;0;0
1345;ESTANDAR 18;983;4;58;15,4;2250;62,24
1346;ESTANDAR 18;983;4;58;15,4;2250;60,31
1347;ESTANDAR 18;983;4;58;15,4;2250;
1348;ESTANDAR 18;993;3;38;15,4;1800;
1349;ESTANDAR 18;997;3;38;15,4;1800;
1350;ESTANDAR 18;994;3;38;15,4;1800;
1351;ESTANDAR 18;998;3;38;15,4;1800;
1352;ESTANDAR 900;927;3;54;15,4;2300;57,11
1353;ESTANDAR 900;936;4;54;15,4;2300;57,91
1354;ESTANDAR 900;941;4;54;15,4;2300;60,53
1355;ESTANDAR 900;934;0;0;15,4;0;0
1356;ESTANDAR 900;934;4;54;15,4;2300;61,79
1357;LIGHT 16;941;;;;;
1358;LIGHT 16;954;;;;;
1359;LIGHT 16;975;;;;;
1360;LIGHT 16;990;;;;;
1361;LIGHT 16;971;;;;;
1362;LIGHT 16;943;;;;;
1363;LIGHT 16;947;;;;;
1364;ESTANDAR 900;939;3;36;15,4;1800;46,28
1365;ESTANDAR 900;943;3;36;15,4;1800;45,14
1366;ESTANDAR 900;939;3;36;15,4;1800;45,37
1367;ESTANDAR 900;942;3;36;15,4;1800;44,92
1368;ESTANDAR 900;922;3;36;15,4;1800;
1369;ESTANDAR 900;924;3;36;15,4;1800;
1370;ESTANDAR 900;926;3;36;15,4;1800;
1371;ESTANDAR 900;930;3;37;15,4;1800;45,71
1372;ESTANDAR 900;927;3;37;15,4;1800;
1373;ESTANDAR 900;934;3;36;15,4;1800;
1374;ESTANDAR 18;993;3;38;15,4;1800;
1375;ESTANDAR 18;991;3;38;15,4;1800;
1376;ESTANDAR 18;995;3;38;15,4;1800;
1377;ESTANDAR 18;988;3;38;15,4;1800;
1378;ESTANDAR 18;946;3;38;15,4;1800;46,17
1379;ESTANDAR 18;945;3;38;15,4;1800;46,51
1380;ESTANDAR 18;950;3;38;15,4;1800;46,28
1381;ESTANDAR 18;936;3;38;15,4;1800;46,63
1382;ESTANDAR 18;979;4;60;15,4;2300;60,19
1383;ESTANDAR 18;982;0;0;15,4;0;0
1384;ESTANDAR 18;985;4;60;15,4;2300;61,22
1385;ESTANDAR 18;993;4;60;15,4;2300;61,9
1386;AZTECA 18;993;9;;;;30,9
1387;AZTECA 18;994;9;;;;35,4
1388;AZTECA 18;994;10;;;;36
1389;AZTECA 18;994;9;;;;34,6
1390;ESTANDAR 18;992;3;38;15,4;1800;
1391;ESTANDAR 18;993;3;38;15,4;1800;
